                                                       0     1     2     3  \
[6116, 3318, 5664, 5100, 3225, 7675, 950, 7385,...     0     0     0     0   
[6116, 3321, 5667, 5100, 3225, 7675, 950, 7385,... -0.22     0     0     0   
[6116, 3324, 5670, 5100, 3225, 7675, 950, 7385,...  0.06     0     0     0   
[6116, 3327, 5673, 5100, 3225, 7675, 950, 7385,...     0     0     0     0   
[6116, 3330, 5676, 5100, 3225, 7675, 950, 7385,...  0.06     0     0     0   
[6116, 3333, 5679, 5100, 3225, 7675, 950, 7385,...     0     0     0     0   
[6121, 3342, 5688, 5100, 3225, 7675, 950, 7390,...  0.41     0     0     0   
[6125, 3345, 5691, 5100, 3225, 7675, 950, 7390,...     0     0     0     0   
[6130, 3354, 5700, 5100, 3225, 7675, 950, 7395,...  0.06     0     0     0   
[6130, 3357, 5703, 5100, 3225, 7675, 950, 7395,...     0     0     0     0   
[6130, 3366, 5712, 5100, 3225, 7675, 950, 7395,... -0.17     0     0     0   
[6130, 3369, 5715, 5100, 3225, 7675, 950, 7395,...     0     0     0     0   
[6134, 3378, 5724, 5100, 3225, 7675, 950, 7395,...     0     0     0     0   
[6134, 3381, 5727, 5100, 3225, 7675, 950, 7395,...     0     0     0     0   
[6139, 3390, 5736, 5100, 3225, 7675, 950, 7400,...     0 -0.22     0     0   
[6139, 3393, 5739, 5100, 3225, 7675, 950, 7400,...     0     0     0  0.49   
[6144, 3396, 5742, 5100, 3225, 7675, 950, 7405,...  0.06     0     0     0   
[6144, 3399, 5745, 5100, 3225, 7675, 950, 7405,...     0     0     0     0   
[6149, 3408, 5754, 5100, 3225, 7675, 950, 7410,...     0     0     0     0   
[6153, 3417, 5763, 5100, 3225, 7675, 950, 7410,...     0     0     0     0   
[6153, 3420, 5766, 5100, 3225, 7675, 950, 7410,...     0     0     0     0   
[6158, 3429, 5775, 5100, 3225, 7675, 950, 7415,...     0     0     0     0   
[6158, 3432, 5778, 5100, 3225, 7675, 950, 7415,...     0     0     0     0   

                                                       4     5     6     7  \
[1050, 0, 0, 600, 400, 0, 0, 0, 0, 0, 0, 0, 0, ...     0     0     0     0   
[1050, 1, 0, 600, 400, 0, 0, 0, 0, 0, 0, 0, 0, ...  0.01     0     0     0   
[1050, 2, 0, 600, 400, 0, 0, 0, 0, 0, 0, 0, 0, ...     0     0     0     0   
[1050, 3, 0, 600, 400, 0, 0, 0, 0, 0, 0, 0, 0, ...     0     0     0     0   
[1050, 4, 0, 600, 400, 0, 0, 0, 0, 0, 0, 0, 0, ...     0     0     0     0   
[1050, 5, 0, 600, 400, 0, 0, 0, 0, 0, 0, 0, 0, ...     0     0     0     0   
[1050, 6, 0, 600, 400, 0, 0, 0, 0, 0, 0, 0, 0, ...     0     0     0     0   
[1055, 7, 0, 600, 400, 0, 0, 5, 0, 0, 0, 0, 0, ...     0  3.19     0     0   
[1055, 7, 0, 600, 400, 0, 0, 5, 0, 55, 0, 0, 0,...     0  3.29     0     0   
[1060, 8, 0, 600, 400, 0, 0, 10, 0, 104, 0, 0, ...     0     0     0     0   
[1060, 8, 0, 600, 400, 0, 0, 10, 0, 99, 0, 0, 0...     0     0     0     0   
[1070, 9, 0, 600, 400, 0, 0, 20, 0, 132, 0, 0, ...     3     0     0     0   
[1070, 10, 0, 600, 400, 0, 0, 20, 0, 167, 0, 0,...     0     0  1.57     0   
[1085, 10, 0, 600, 400, 0, 0, 35, 0, 279, 0, 0,...     0     0     0     0   
[1100, 11, 0, 600, 400, 0, 0, 50, 0, 365, 0, 0,...     0     0     0     0   
[1100, 12, 0, 600, 400, 0, 0, 50, 0, 349, 0, 0,...     0     0     0  0.84   
[1110, 12, 0, 600, 400, 0, 0, 60, 0, 403, 0, 0,...     0     0 -0.15     0   
[1110, 13, 0, 600, 400, 0, 0, 60, 0, 387, 0, 0,...     0   2.5     0     0   
[1110, 13, 0, 600, 400, 0, 0, 60, 0, 373, 0, 0,...     0     0     0     0   
[1110, 14, 0, 600, 400, 0, 0, 60, 0, 359, 0, 0,...     0     0     0     0   
[1120, 15, 0, 600, 400, 0, 0, 70, 0, 391, 0, 0,...     0  0.01     0     0   
[1120, 16, 0, 600, 400, 0, 0, 70, 0, 391, 0, 0,...     0  3.05     0     0   
[1125, 16, 0, 600, 400, 0, 0, 75, 0, 419, 0, 0,...     0     0     0     0   
[1040, 18, 0, 600, 400, 0, 0, 90, 0, 475, 0, 10...     0     0     0     0   
[1050, 19, 0, 600, 400, 0, 0, 100, 0, 559, 0, 1...  3.91     0     0     0   
[1065, 19, 0, 600, 400, 0, 0, 115, 0, 643, 0, 1...     0  0.01     0     0   
[1065, 20, 0, 600, 400, 0, 0, 115, 0, 643, 0, 1...     0     0     0     1   
[1165, 20, 0, 600, 400, 0, 0, 115, 0, 643, 0, 1...     0     0     0     0   
[1165, 21, 0, 600, 400, 0, 0, 115, 0, 643, 0, 1...     0     0     0     0   
[1165, 22, 0, 600, 400, 0, 0, 115, 0, 643, 0, 1...     0     0     0 -0.28   
...                                                  ...   ...   ...   ...   
[6098, 3273, 5619, 5100, 3125, 7675, 950, 7375,...     0     0     0  0.36   
[6102, 3282, 5628, 5100, 3125, 7675, 950, 7375,...     0     0     0     0   
[6102, 3285, 5631, 5100, 3225, 7675, 950, 7375,...     0     0     0     0   
[6102, 3294, 5640, 5100, 3225, 7675, 950, 7375,...  0.06     0     0     0   
[6102, 3297, 5643, 5100, 3225, 7675, 950, 7375,...     0     0     0     0   
[6107, 3300, 5646, 5100, 3225, 7675, 950, 7380,...     0     0     0     0   
[6107, 3309, 5655, 5100, 3225, 7675, 950, 7380,...     0     0     0     0   
[6116, 3318, 5664, 5100, 3225, 7675, 950, 7385,...  0.06     0     0     0   
[6116, 3321, 5667, 5100, 3225, 7675, 950, 7385,...     0     0     0     0   
[6116, 3324, 5670, 5100, 3225, 7675, 950, 7385,...     0     0     0     0   
[6116, 3327, 5673, 5100, 3225, 7675, 950, 7385,...     0  0.06     0     0   
[6116, 3330, 5676, 5100, 3225, 7675, 950, 7385,...     0     0     0     0   
[6116, 3333, 5679, 5100, 3225, 7675, 950, 7385,...     0     0  0.38     0   
[6121, 3342, 5688, 5100, 3225, 7675, 950, 7390,...     0     0     0     0   
[6125, 3345, 5691, 5100, 3225, 7675, 950, 7390,...     0     0     0     0   
[6130, 3354, 5700, 5100, 3225, 7675, 950, 7395,...     0     0     0     0   
[6130, 3357, 5703, 5100, 3225, 7675, 950, 7395,...     0     0     0     0   
[6130, 3366, 5712, 5100, 3225, 7675, 950, 7395,...     0     0     0     0   
[6130, 3369, 5715, 5100, 3225, 7675, 950, 7395,...     0     0  0.53     0   
[6134, 3378, 5724, 5100, 3225, 7675, 950, 7395,...  0.06     0     0     0   
[6134, 3381, 5727, 5100, 3225, 7675, 950, 7395,...     0     0     0     0   
[6139, 3390, 5736, 5100, 3225, 7675, 950, 7400,...     0     0     0     0   
[6139, 3393, 5739, 5100, 3225, 7675, 950, 7400,...     0     0     0     0   
[6144, 3396, 5742, 5100, 3225, 7675, 950, 7405,...     0     0     0     0   
[6144, 3399, 5745, 5100, 3225, 7675, 950, 7405,...     0     0     0     0   
[6149, 3408, 5754, 5100, 3225, 7675, 950, 7410,...     0     0  0.53     0   
[6153, 3417, 5763, 5100, 3225, 7675, 950, 7410,...  0.06     0     0     0   
[6153, 3420, 5766, 5100, 3225, 7675, 950, 7410,...     0     0     0     0   
[6158, 3429, 5775, 5100, 3225, 7675, 950, 7415,... -0.22     0     0     0   
[6158, 3432, 5778, 5100, 3225, 7675, 950, 7415,...     0     0     0     0   

                                                       8     9  
[1050, 0, 0, 600, 400, 0, 0, 0, 0, 0, 0, 0, 0, ...     0     0  
[1050, 1, 0, 600, 400, 0, 0, 0, 0, 0, 0, 0, 0, ...     0     0  
[1050, 2, 0, 600, 400, 0, 0, 0, 0, 0, 0, 0, 0, ...     0     0  
[1050, 3, 0, 600, 400, 0, 0, 0, 0, 0, 0, 0, 0, ...     0     0  
[1050, 4, 0, 600, 400, 0, 0, 0, 0, 0, 0, 0, 0, ...  0.01     0  
[1050, 5, 0, 600, 400, 0, 0, 0, 0, 0, 0, 0, 0, ...     0     0  
[1050, 6, 0, 600, 400, 0, 0, 0, 0, 0, 0, 0, 0, ...     0     0  
[1055, 7, 0, 600, 400, 0, 0, 5, 0, 0, 0, 0, 0, ...     0     0  
[1055, 7, 0, 600, 400, 0, 0, 5, 0, 55, 0, 0, 0,...     0     0  
[1060, 8, 0, 600, 400, 0, 0, 10, 0, 104, 0, 0, ...     0 -0.05  
[1060, 8, 0, 600, 400, 0, 0, 10, 0, 99, 0, 0, 0...     0     0  
[1070, 9, 0, 600, 400, 0, 0, 20, 0, 132, 0, 0, ...     0     0  
[1070, 10, 0, 600, 400, 0, 0, 20, 0, 167, 0, 0,...     0     0  
[1085, 10, 0, 600, 400, 0, 0, 35, 0, 279, 0, 0,...     0     0  
[1100, 11, 0, 600, 400, 0, 0, 50, 0, 365, 0, 0,... -0.15     0  
[1100, 12, 0, 600, 400, 0, 0, 50, 0, 349, 0, 0,...     0     0  
[1110, 12, 0, 600, 400, 0, 0, 60, 0, 403, 0, 0,...     0     0  
[1110, 13, 0, 600, 400, 0, 0, 60, 0, 387, 0, 0,...     0     0  
[1110, 13, 0, 600, 400, 0, 0, 60, 0, 373, 0, 0,...     0     0  
[1110, 14, 0, 600, 400, 0, 0, 60, 0, 359, 0, 0,...     0     0  
[1120, 15, 0, 600, 400, 0, 0, 70, 0, 391, 0, 0,...     0     0  
[1120, 16, 0, 600, 400, 0, 0, 70, 0, 391, 0, 0,...     0     0  
[1125, 16, 0, 600, 400, 0, 0, 75, 0, 419, 0, 0,...     0     0  
[1040, 18, 0, 600, 400, 0, 0, 90, 0, 475, 0, 10...     0     0  
[1050, 19, 0, 600, 400, 0, 0, 100, 0, 559, 0, 1...     0     0  
[1065, 19, 0, 600, 400, 0, 0, 115, 0, 643, 0, 1...     0     0  
[1065, 20, 0, 600, 400, 0, 0, 115, 0, 643, 0, 1...     0     0  
[1165, 20, 0, 600, 400, 0, 0, 115, 0, 643, 0, 1...     0     0  
[1165, 21, 0, 600, 400, 0, 0, 115, 0, 643, 0, 1...  0.01     0  
[1165, 22, 0, 600, 400, 0, 0, 115, 0, 643, 0, 1...     0     0  
...                                                  ...   ...  
[6098, 3273, 5619, 5100, 3125, 7675, 950, 7375,...     0     0  
[6102, 3282, 5628, 5100, 3125, 7675, 950, 7375,...     0     0  
[6102, 3285, 5631, 5100, 3225, 7675, 950, 7375,...     0  0.18  
[6102, 3294, 5640, 5100, 3225, 7675, 950, 7375,...     0     0  
[6102, 3297, 5643, 5100, 3225, 7675, 950, 7375,...     0     0  
[6107, 3300, 5646, 5100, 3225, 7675, 950, 7380,... -0.05     0  
[6107, 3309, 5655, 5100, 3225, 7675, 950, 7380,...  0.96     0  
[6116, 3318, 5664, 5100, 3225, 7675, 950, 7385,...     0     0  
[6116, 3321, 5667, 5100, 3225, 7675, 950, 7385,...     0     0  
[6116, 3324, 5670, 5100, 3225, 7675, 950, 7385,...     0     0  
[6116, 3327, 5673, 5100, 3225, 7675, 950, 7385,...     0     0  
[6116, 3330, 5676, 5100, 3225, 7675, 950, 7385,...     0     0  
[6116, 3333, 5679, 5100, 3225, 7675, 950, 7385,...     0     0  
[6121, 3342, 5688, 5100, 3225, 7675, 950, 7390,...     0     0  
[6125, 3345, 5691, 5100, 3225, 7675, 950, 7390,...  0.33     0  
[6130, 3354, 5700, 5100, 3225, 7675, 950, 7395,...     0     0  
[6130, 3357, 5703, 5100, 3225, 7675, 950, 7395,...  -0.1     0  
[6130, 3366, 5712, 5100, 3225, 7675, 950, 7395,...     0     0  
[6130, 3369, 5715, 5100, 3225, 7675, 950, 7395,...     0     0  
[6134, 3378, 5724, 5100, 3225, 7675, 950, 7395,...     0     0  
[6134, 3381, 5727, 5100, 3225, 7675, 950, 7395,...     0  0.61  
[6139, 3390, 5736, 5100, 3225, 7675, 950, 7400,...     0     0  
[6139, 3393, 5739, 5100, 3225, 7675, 950, 7400,...     0     0  
[6144, 3396, 5742, 5100, 3225, 7675, 950, 7405,...     0     0  
[6144, 3399, 5745, 5100, 3225, 7675, 950, 7405,...   0.1     0  
[6149, 3408, 5754, 5100, 3225, 7675, 950, 7410,...     0     0  
[6153, 3417, 5763, 5100, 3225, 7675, 950, 7410,...     0     0  
[6153, 3420, 5766, 5100, 3225, 7675, 950, 7410,...  0.61     0  
[6158, 3429, 5775, 5100, 3225, 7675, 950, 7415,...     0     0  
[6158, 3432, 5778, 5100, 3225, 7675, 950, 7415,...     0     0  

[134622 rows x 10 columns]
Round: 193
